"title","authors","pubyear","sourcepub","review_round","reviewer","doublerev","reviewer_notes","outsidereviewer","outsidereviewer_notes","exclusion_id","exclusion_reason","fullquestion"
"Assessing the contribution of ecosystem services to human wellbeing: A disaggregated study in western Rwanda","Dawson, Neil; Martin, Adrian",2015,"ECOLOGICAL ECONOMICS",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Assessing the Evidence Base for Restoration in South Africa","Ntshotsho, Phumza; Reyers, Belinda; Esler, Karen J.",2011,"RESTORATION ECOLOGY",1,"R13",FALSE,"R13: Review with an online survey. Not ES or EF focused.",NA,NA,2,"Review only","Is this a review?"
"Assessment of Range Planting as a Conservation Practice","Hardegree, Stuart P.; Jones, Thomas A.; Roundy, Bruce A.; Shaw, Nancy L.; Monaco, Thomas A.",2016,"RANGELAND ECOLOGY & MANAGEMENT",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Avoiding ecosystem collapse in managed forest ecosystems","Lindenmayer, David; Messier, Christian; Sato, Chloe",2016,"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",1,"R7",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Beyond desertification: new paradigms for dryland landscapes","Peters, Debra P. C.; Havstad, Kris M.; Archer, Steven R.; Sala, Osvaldo E.",2015,"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Beyond traditional ecological restoration on the Colorado Plateau","Winkler, Daniel E.; Backer, Dana M.; Belnap, Jayne; Bradford, John B.; Butterfield, Bradley J.; Copeland, Stella M.; Duniway, Michael C.; Faist, Akasha M.; Fick, Stephen E.; Jensen, Scott L.; Kramer, Andrea T.; Mann, Rebecca; Massatti, Robert T.; McCormick, Molly L.; Munson, Seth M.; Olwell, Peggy; Parr, Steve D.; Pfennigwerth, Alix A.; Pilmanis, Adrienne M.; Richardson, Bryce A.; Samuel, Ella; See, Kathy; Young, Kristina E.; Reed, Sasha C.",2018,"RESTORATION ECOLOGY",1,"R2",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Biodiversity and ecosystem functioning: issues of scale and trophic complexity","Raffaelli, David G.",2006,"MARINE ECOLOGY PROGRESS SERIES",1,"R11",FALSE,"R11: Talks about scale in the review",NA,NA,2,"Review only","Is this a review?"
"Biodiversity and ecosystem risks arising from using guppies to control mosquitoes","El-Sabaawi, Rana W.; Frauendorf, Therese C.; Marques, Piata S.; Mackenzie, Richard A.; Manna, Luisa R.; Mazzoni, Rosana; Phillip, Dawn A. T.; Warbanski, Misha L.; Zandona, Eugenia",2016,"BIOLOGY LETTERS",1,"R7",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Biodiversity and ecosystem services: The Nature Index for Norway","Aslaksen, Iulie; Nybo, Signe; Framstad, Erik; Garnasjordet, Per Arild; Skarpaas, Olav",2015,"ECOSYSTEM SERVICES",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Biodiversity in a changing climate: a synthesis of current and projected trends in the US","Staudinger, Michelle D.; Carter, Shawn L.; Cross, Molly S.; Dubois, Natalie S.; Duffy, J. Emmett; Enquist, Carolyn; Griffis, Roger; Hellmann, Jessica J.; Lawler, Joshua J.; O'Leary, John; Morrison, Scott A.; Sneddon, Lesley; Stein, Bruce A.; Thompson, Laura M.; Turner, Woody",2013,"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",1,"R9",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Biodiversity scenarios neglect future land-use changes","Titeux, Nicolas; Henle, Klaus; Mihoub, Jean-Baptiste; Regos, Adrian; Geijzendorffer, Ilse R.; Cramer, Wolfgang; Verburg, Peter H.; Brotons, Lluis",2016,"GLOBAL CHANGE BIOLOGY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Biogeography and conservation in Southeast Asia: how 2.7 million years of repeated environmental fluctuations affect today's patterns and the future of the remaining refugial-phase biodiversity","Woodruff, David S.",2010,"BIODIVERSITY AND CONSERVATION",1,"R11",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Biological invasions in the context of green roofs","Kinlock, Nicole L.; Schindler, Bracha Y.; Gurevitch, Jessica",2016,"ISRAEL JOURNAL OF ECOLOGY & EVOLUTION",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Bolder science needed now for protected areas","Watson, James E. M.; Darling, Emily S.; Venter, Oscar; Maron, Martine; Walston, Joe; Possingham, Hugh P.; Dudley, Nigel; Hockings, Marc; Barnes, Megan; Brooks, Thomas M.",2016,"CONSERVATION BIOLOGY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Brazilian Atlantic forest: impact, vulnerability, and adaptation to climate change","Scarano, Fabio Rubio; Ceotto, Paula",2015,"BIODIVERSITY AND CONSERVATION",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Bridging the marine-terrestrial disconnect to improve marine coastal zone science and management","Ruttenberg, Benjamin I.; Granek, Elise F.",2011,"MARINE ECOLOGY PROGRESS SERIES",1,"R13",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Building an eco-hydrological framework for the management of large river systems","Schiemer, Fritz",2016,"ECOHYDROLOGY & HYDROBIOLOGY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Buried treasure: soil biodiversity and conservation","Parker, Sophie S.",2010,"BIODIVERSITY AND CONSERVATION",1,"R13",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Challenges and opportunities for biogeography-What can we still learn from von Humboldt?","Schrodt, Franziska; Santos, Maria J.; Bailey, Joseph J.; Field, Richard",2019,"JOURNAL OF BIOGEOGRAPHY",1,"R3",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Changes in biodiversity and trade-offs among ecosystem services, stakeholders, and components of well-being: the contribution of the International Long-Term Ecological Research network (ILTER) to Programme on Ecosystem Change and Society (PECS)","Maass, Manuel; Balvanera, Patricia; Bourgeron, Patrick; Equihua, Miguel; Baudry, Jacques; Dick, Jan; Forsius, Martin; Halada, Lubos; Krauze, Kinga; Nakaoka, Masahiro; Orenstein, Daniel E.; Parr, Terry W.; Redman, Charles L.; Rozzi, Ricardo; Santos-Reis, Margarida; Swemmer, Anthony M.; Vadineanu, Angheluta",2016,"ECOLOGY AND SOCIETY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Characteristics, emerging needs, and challenges of transdisciplinary sustainability science: experiences from the German Social-Ecological Research Program","Ruppert-Winkel, Chantal; Arlinghaus, Robert; Deppisch, Sonja; Eisenack, Klaus; Gottschlich, Daniela; Hirschl, Bernd; Matzdorf, Bettina; Moelders, Tanja; Padmanabhan, Martina; Selbmann, Kirsten; Ziegler, Rafael; Plieninger, Tobias",2015,"ECOLOGY AND SOCIETY",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Civic ecology practices: Participatory approaches to generating and measuring ecosystem services in cities","Krasny, Marianne E.; Russ, Alex; Tidball, Keith G.; Elmqvist, Thomas",2014,"ECOSYSTEM SERVICES",1,"R1",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Classification of Climate-Change-Induced Stresses on Biological Diversity","Geyer, Juliane; Kiefer, Iris; Kreft, Stefan; Chavez, Veronica; Salafsky, Nick; Jeltsch, Florian; Ibisch, Pierre L.",2011,"CONSERVATION BIOLOGY",1,"R13",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Climate Change and North American Rangelands: Trends, Projections, and Implications","Polley, H. Wayne; Briske, David D.; Morgan, Jack A.; Wolter, Klaus; Bailey, Derek W.; Brown, Joel R.",2013,"RANGELAND ECOLOGY & MANAGEMENT",1,"R9",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Climate change's impact on key ecosystem services and the human well-being they support in the US","Nelson, Erik J.; Kareiva, Peter; Ruckelshaus, Mary; Arkema, Katie; Geller, Gary; Girvetz, Evan; Goodrich, Dave; Matzek, Virginia; Pinsky, Malin; Reid, Walt; Saunders, Martin; Semmens, Darius; Tallis, Heather",2013,"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",1,"R9",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Climate-change impacts on ecological systems: introduction to a US assessment","Grimm, Nancy B.; Staudinger, Michelle D.; Staudt, Amanda; Carter, Shawn L.; Chapin, F. Stuart, III; Kareiva, Peter; Ruckelshaus, Mary; Stein, Bruce A.",2013,"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",1,"R9",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Comparison of Frameworks for Analyzing Social-ecological Systems","Binder, Claudia R.; Hinkel, Jochen; Bots, Pieter W. G.; Pahl-Wostl, Claudia",2013,"ECOLOGY AND SOCIETY",1,"R5",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Comprehensive urban planning and management at multiple scales based on ecological principles: a case study in Beijing, China","Li, Feng; Hu, Dan; Liu, Xusheng; Wang, Rusong; Yang, Wenrui; Paulussen, Juergen",2008,"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY",1,"R11",FALSE,"R11: Urban planning and development paper",NA,NA,2,"Review only","Is this a review?"
"Conceptual and operational perspectives on ecosystem restoration options in the European Union and elsewhere","Kotiaho, Janne S.; Moilanen, Atte",2015,"JOURNAL OF APPLIED ECOLOGY",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Confronting Feedbacks of Degraded Marine Ecosystems","Nystrom, Magnus; Norstrom, Albert V.; Blenckner, Thorsten; de la Torre-Castro, Maricela; Eklof, Johan S.; Folke, Carl; Osterblom, Henrik; Steneck, Robert S.; Thyresson, Matilda; Troell, Max",2012,"ECOSYSTEMS",1,"R5",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Conservation and utilisation of Abies guatemalensis rehder (Pinaceae) - an endangered endemic conifer in Central America","Andersen, Uffe Strandby; Prado Cordova, Jose Pablo; Sorensen, Marten; Kollmann, Johannes",2006,"BIODIVERSITY AND CONSERVATION",1,"R11",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Conservation implications of recent advances in biodiversity-functioning research","Peh, Kelvin S. -H.; Lewis, Simon L.",2012,"BIOLOGICAL CONSERVATION",1,"R5",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Conservation planning in agricultural landscapes: hotspots of conflict between agriculture and nature","Shackelford, Gorm E.; Steward, Peter R.; German, Richard N.; Sait, Steven M.; Benton, Tim G.",2015,"DIVERSITY AND DISTRIBUTIONS",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Coral reef ecosystem services in the Anthropocene","Woodhead, Anna J.; Hicks, Christina C.; Norstrom, Albert V.; Williams, Gareth J.; Graham, Nicholas A. J.",2019,"FUNCTIONAL ECOLOGY",1,"R3",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Defining and classifying ecosystem services for decision making","Fisher, Brendan; Turner, R. Kerry; Morling, Paul",2009,"ECOLOGICAL ECONOMICS",1,"R11",FALSE,"R11: This paper is useful because it actually tries to define ecosystem services. That being said, it does not pass our criteria but should be useful for writing the paper",NA,NA,2,"Review only","Is this a review?"
"Design in science: extending the landscape ecology paradigm","Nassauer, Joan Iverson; Opdam, Paul",2008,"LANDSCAPE ECOLOGY",1,"R11",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Design with Nature: Ian McHarg's ecological wisdom as actionable and practical knowledge","Yang, Bo; Li, Shujuan",2016,"LANDSCAPE AND URBAN PLANNING",1,"R7",FALSE,"R7: Interesting case study of how ecological principles can be used to deliver ES in a real community; however, no primary science in this paper",NA,NA,2,"Review only","Is this a review?"
"Developing biodiversity indicators for cities: applying the DPSIR model to Nagoya and integrating social and ecological aspects","Kohsaka, Ryo",2010,"ECOLOGICAL RESEARCH",1,"R13",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Directional changes in ecological communities and social-ecological systems: A framework for prediction based on Alaskan examples","Chapin, F. Stuart, III; Robards, Martin D.; Huntington, Henry P.; Johnstone, Jill E.; Trainor, Sarah E.; Kofinas, Gary P.; Ruess, Roger W.; Fresco, Nancy; Natcher, David C.; Naylor, Rosamond L.",2006,"AMERICAN NATURALIST",1,"R11",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Discovering Resilient Pathways for South African Water Management: Two Frameworks for a Vision","Bohensky, Erin L.",2008,"ECOLOGY AND SOCIETY",1,"R11",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Disentangling trade-offs and synergies around ecosystem services with the influence network framework: illustration from a consultative process over the French Alps","Crouzat, Emilie; Martin-Lopez, Berta; Turkelboom, Francis; Lavorel, Sandra",2016,"ECOLOGY AND SOCIETY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Disturbance and landscape dynamics in a changing world","Turner, Monica G.",2010,"ECOLOGY",1,"R13",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Diversified Farming Systems: An Agroecological, Systems-based Alternative to Modern Industrial Agriculture","Kremen, Claire; Iles, Alastair; Bacon, Christopher",2012,"ECOLOGY AND SOCIETY",1,"R5",FALSE,"R5: special issue intro",NA,NA,2,"Review only","Is this a review?"
"Does ecosystem quality matter for cultural ecosystem services?","Irvine, Katherine N.; Herrett, Scott",2018,"JOURNAL FOR NATURE CONSERVATION",1,"R2",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Does the biogeographic origin of species matter? Ecological effects of native and non-native species and the use of origin to guide management","Buckley, Yvonne M.; Catford, Jane",2016,"JOURNAL OF ECOLOGY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Dynamic properties of complex adaptive ecosystems: implications for the sustainability of service provision","Dawson, Terence P.; Rounsevell, Mark D. A.; Kluvankova-Oravska, Tatiana; Chobotova, Veronika; Stirling, Andrew",2010,"BIODIVERSITY AND CONSERVATION",1,"R13",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Eco-intensification through soil carbon sequestration: Harnessing ecosystem services and advancing sustainable development goals","Lal, Rattan",2019,"JOURNAL OF SOIL AND WATER CONSERVATION",1,"R2",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecohealth and resilience thinking: a dialog from experiences in research and practice","Berbes-Blazquez, Marta; Oestreicher, Jordan Sky; Mertens, Frederic; Saint-Charles, Johanne",2014,"ECOLOGY AND SOCIETY",1,"R9",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecohydrology, floodplain water bodies, European legal provisions and the future","Janauer, Georg Albert",2016,"ECOHYDROLOGY & HYDROBIOLOGY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecological design for urban waterfronts","Dyson, Karen; Yocom, Ken",2015,"URBAN ECOSYSTEMS",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecological engineers ahead of their time: The functioning of pre-Columbian raised-field agriculture and its potential contributions to sustainability today","Renard, D.; Iriarte, J.; Birk, J. J.; Rostain, S.; Glaser, B.; McKey, D.",2012,"ECOLOGICAL ENGINEERING",1,"R5",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecological restoration as objective, target, and tool in international biodiversity policy","Jorgensen, Dolly",2015,"ECOLOGY AND SOCIETY",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecosystem assessment and management as key tools for sustainable landscape development: A case study of the Ore Mountains region in Central Europe","Grunewald, Karsten; Bastian, Olaf",2015,"ECOLOGICAL MODELLING",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecosystem health and ecological engineering","Costanza, Robert",2012,"ECOLOGICAL ENGINEERING",1,"R5",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecosystem restoration: recent advances in theory and practice","Jones, T. A.",2017,"RANGELAND JOURNAL",1,"R7",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecosystem services and biodiversity conservation: concepts and a glossary","Harrington, Richard; Anton, Christian; Dawson, Terence P.; de Bello, Francesco; Feld, Christian K.; Haslett, John R.; Kluvankova-Oravska, Tatiana; Kontogianni, Areti; Lavorel, Sandra; Luck, Gary W.; Rounsevell, Mark D. A.; Samways, Michael J.; Settele, Josef; Skourtos, Michalis; Spangenberg, Joachim H.; Vandewalle, Marie; Zobel, Martin; Harrison, Paula A.",2010,"BIODIVERSITY AND CONSERVATION",1,"R13",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecosystem services by paddy fields as substitutes of natural wetlands in Japan","Natuhara, Yosihiro",2013,"ECOLOGICAL ENGINEERING",1,"R9",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecosystem Services in Biologically Diversified versus Conventional Farming Systems: Benefits, Externalities, and Trade-Offs","Kremen, Claire; Miles, Albie",2012,"ECOLOGY AND SOCIETY",1,"R13",FALSE,"R13: Review of ESs in agroecosystems.",NA,NA,2,"Review only","Is this a review?"
"Ecosystem services in pen-urban landscapes: The effects of agricultural landscape change on ecosystem services in Taiwan's western coastal plain","Lee, Ying-Chieh; Ahern, Jack; Yeh, Chia-Tsung",2015,"LANDSCAPE AND URBAN PLANNING",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Ecosystem services must tackle anthropized ecosystems andecological engineering","Barot, S.; Ye, L.; Abbadie, L.; Blouin, M.; Frascaria-Lacoste, N.",2017,"ECOLOGICAL ENGINEERING",1,"R10",FALSE,"R10: Opinion/review - put in useful papers but excluded",NA,NA,2,"Review only","Is this a review?"
"Ecosystem services research in contrasting socio-ecological contexts of Argentina: Critical assessment and future directions","Enrique Mastrangelo, Matias; Weyland, Federico; Paola Herrera, Lorena; Horacio Villarino, Sebastian; Paula Barral, Maria; Denise Auer, Alejandra",2015,"ECOSYSTEM SERVICES",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Effects of two traits of the ecological state equation on our understanding of species coexistence and ecosystem services","Rodriguez, Ricardo A.; Delgado, Juan D.; Ma Herrera, Ada; Riera, Rodrigo; Ma Navarro, Rafael; Melian, Carlos; Dieguez, Lorenzo; Quiros, Angel",2013,"ECOLOGICAL MODELLING",1,"R9",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Elasticity in ecosystem services: exploring the variable relationship between ecosystems and human well-being","Daw, Tim M.; Hicks, Christina C.; Brown, Katrina; Chaigneau, Tomas; Januchowski-Hartley, Fraser A.; Cheung, William W. L.; Rosendo, Sergio; Crona, Beatrice; Coulthard, Sarah; Sandbrook, Chris; Perry, Chris; Bandeira, Salomao; Muthiga, Nyawira A.; Schulte-Herbruggen, Bjorn; Bosire, Jared; McClanahan, Tim R.",2016,"ECOLOGY AND SOCIETY",1,"R8",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Embracing diverse worldviews to share planet Earth","Kohler, F.; Holland, T. G.; Kotiaho, J. S.; Desrousseaux, M.; Potts, M. D.",2019,"CONSERVATION BIOLOGY",1,"R3",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
"Emergent Properties Delineate Marine Ecosystem Perturbation and Recovery","Link, Jason S.; Pranovi, Fabio; Libralato, Simone; Coll, Marta; Christensen, Villy; Solidoro, Cosimo; Fulton, Elizabeth A.",2015,"TRENDS IN ECOLOGY & EVOLUTION",1,"R14",FALSE,NA,NA,NA,2,"Review only","Is this a review?"
