Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,qnum,id,clean_answer,varnum,clean_answer_binned,abbr,Group,clean_group,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12drivers_qa_note
Measuring ecosystem capacity to provide regulating services: forest removal and recovery at Hubbard Brook (USA),Beier,ECOLOGICAL APPLICATIONS,2015,IS,FALSE,final,Q12,Q25.3_6,Management Practices,1,Management/restoration,Driver,Human,Human,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,Good paper looking at how experimental deforestation impacts multiple ecosystem services ( mostly water based services ),
Spatial variability in ecosystem services: simple rules for predator-mediated pest suppression,Bianchi,ECOLOGICAL APPLICATIONS,2010,AK/GV,TRUE,final,Q12,Q25.4_10,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","GV: Examined effects of the following on pest control: spatial arrangement of landscape of patches of pests and predators, dispersal ability of predators. This was purely a simulation study, and this made it hard to code.",,GV reviewed inconsistent answers
Spatial variability in ecosystem services: simple rules for predator-mediated pest suppression,Bianchi,ECOLOGICAL APPLICATIONS,2010,AK/GV,TRUE,final,Q12,Q17,Spatial arrangement of landscape,2,Land cover,OtherDriver,Environmental,Environmental,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","GV: Examined effects of the following on pest control: spatial arrangement of landscape of patches of pests and predators, dispersal ability of predators. This was purely a simulation study, and this made it hard to code.",,For GV review only: Infilled ES from Driver where 'Other' specified; GV reviewed inconsistent answers
Spatial variability in ecosystem services: simple rules for predator-mediated pest suppression,Bianchi,ECOLOGICAL APPLICATIONS,2010,AK/GV,TRUE,final,Q12,Q26,Predator dispersal distance,3,Pathogens/natural enemies,OtherDriver,Biotic,Biotic,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","GV: Examined effects of the following on pest control: spatial arrangement of landscape of patches of pests and predators, dispersal ability of predators. This was purely a simulation study, and this made it hard to code.",,For GV review only: Infilled ES from Driver where 'Other' specified; GV reviewed inconsistent answers
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,Q12,Q25.3_1,Land use change,1,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,"JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,CTW reviewed inconsistent answers
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,Q12,Q25.3_1,Management Practices,2,Management/restoration,Driver,Human,Human,HabCreate,Habitat creation and maintenance,"JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,CTW reviewed inconsistent answers
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,Q12,Q25.3_15,Land use change,1,Land use and land cover change,Driver,Human,Human,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,CTW reviewed inconsistent answers
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,Q12,Q25.3_15,Management Practices,2,Management/restoration,Driver,Human,Human,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,CTW reviewed inconsistent answers
Regional Conditions and Land-Use Alter the Potential Contribution of Soil Arthropods to Ecosystem Services in Grasslands,Birkhofer,FRONTIERS IN ECOLOGY AND EVOLUTION,2016,GV,FALSE,final,Q12,Q25.4_8,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Regional Conditions and Land-Use Alter the Potential Contribution of Soil Arthropods to Ecosystem Services in Grasslands,Birkhofer,FRONTIERS IN ECOLOGY AND EVOLUTION,2016,GV,FALSE,final,Q12,Q25,Land use intensity,2,Land use and land cover change,OtherDriver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,Infilled ES from Driver where 'Other' specified
Habitat assessment of a restored oyster reef in South Texas,Blomberg,ECOLOGICAL ENGINEERING,2018,IS,FALSE,final,Q12,Q25.3_12,Management Practices,1,Management/restoration,Driver,Human,Human,Food,Food and feed,also wanted to include community diversity under 'habitat creation and maintenance' but there were only two spaces,,
Habitat assessment of a restored oyster reef in South Texas,Blomberg,ECOLOGICAL ENGINEERING,2018,IS,FALSE,final,Q12,Q25.3_1,Management Practices,1,Management/restoration,Driver,Human,Human,HabCreate,Habitat creation and maintenance,also wanted to include community diversity under 'habitat creation and maintenance' but there were only two spaces,,
"An agent-based approach to modeling impacts of agricultural policy on land use, biodiversity and ecosystem services",Brady,LANDSCAPE ECOLOGY,2012,AIS,FALSE,final,Q12,Q25.3_12,Land use change,1,Land use and land cover change,Driver,Human,Human,Food,Food and feed,,modeling paper,
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Q12,Q25.3_1,Land use change,1,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,"Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Q12,Q25.3_1,Management Practices,2,Management/restoration,Driver,Human,Human,HabCreate,Habitat creation and maintenance,"Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Q12,Q25.3_15,Land use change,1,Land use and land cover change,Driver,Human,Human,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Q12,Q25.3_15,Management Practices,2,Management/restoration,Driver,Human,Human,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Q12,Q25.3_2,Land use change,1,Land use and land cover change,Driver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,"Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
