Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,Q12_Response,varnum,Q12_Yclass,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12responses_qa_note
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,Structural benthic habitat,1,EF,HabCreate,Habitat creation and maintenance,"JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,"Response: CTW briefly skimmed paper, combine CK and JL response answers; Yclass: CTW reviewed inconsistent answers"
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,fish community index (FCI),2,EF,HabCreate,Habitat creation and maintenance,"JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,"Response: CTW briefly skimmed paper, combine CK and JL response answers; Yclass: CTW reviewed inconsistent answers"
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,nekton abundance,3,EF,HabCreate,Habitat creation and maintenance,"JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,"Response: CTW briefly skimmed paper, combine CK and JL response answers; Yclass: CTW reviewed inconsistent answers"
Effects of coastal development on nearshore estuarine nekton communities,Bilkovic,MARINE ECOLOGY PROGRESS SERIES,2008,CK/JL,TRUE,final,Fish Community Index (FCI),1,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","JL: Comment on Human driver: Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,"Response: CTW skimmed paper, agree with CK that maintenance of diversity (options) for future use is an intended ES in addition to habitat creation; Yclass: CTW reviewed inconsistent answers"
Regional Conditions and Land-Use Alter the Potential Contribution of Soil Arthropods to Ecosystem Services in Grasslands,Birkhofer,FRONTIERS IN ECOLOGY AND EVOLUTION,2016,GV,FALSE,final,Abundance of detritivorous soil arthropods,1,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Habitat assessment of a restored oyster reef in South Texas,Blomberg,ECOLOGICAL ENGINEERING,2018,IS,FALSE,final,oyster density,1,ES,Food,Food and feed,also wanted to include community diversity under 'habitat creation and maintenance' but there were only two spaces,,
Habitat assessment of a restored oyster reef in South Texas,Blomberg,ECOLOGICAL ENGINEERING,2018,IS,FALSE,final,crustacean density,1,EF,HabCreate,Habitat creation and maintenance,also wanted to include community diversity under 'habitat creation and maintenance' but there were only two spaces,,
Habitat assessment of a restored oyster reef in South Texas,Blomberg,ECOLOGICAL ENGINEERING,2018,IS,FALSE,final,fish density,2,EF,HabCreate,Habitat creation and maintenance,also wanted to include community diversity under 'habitat creation and maintenance' but there were only two spaces,,
"An agent-based approach to modeling impacts of agricultural policy on land use, biodiversity and ecosystem services",Brady,LANDSCAPE ECOLOGY,2012,AIS,FALSE,final,food production,1,ES,Food,Food and feed,,modeling paper,
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Floral cover,1,EF,HabCreate,Habitat creation and maintenance,"Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Richness,1,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Simpsons diversity,2,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Seed set,1,EF,Pollination,Pollination and dispersal of seeds or other propagules,"Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,Breland,ECOSPHERE,2018,CW,FALSE,final,Fruit set,2,EF,Pollination,Pollination and dispersal of seeds or other propagules,"Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","great study on pollinators, restoration, and pollination as a service",
Global evidence of positive impacts of freshwater biodiversity on fishery yields,Brooks,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2016,LD/TK,TRUE,final,inland fisheries yields,1,ES,Food,Food and feed,"LD: For the spatial scale question Q9, the unit of the analysis was country level. The sum of the surface area of inland waters (km2) per country was extracted from the Global Lakes and Wetlands Database (GLWD) (Lehner & Döll, 2004) to account for available habitat for freshwater species.",,LD reviewed inconsistent answers
Global evidence of positive impacts of freshwater biodiversity on fishery yields,Brooks,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2016,LD/TK,TRUE,final,stability of fisheries yields,2,ES,Food,Food and feed,"LD: For the spatial scale question Q9, the unit of the analysis was country level. The sum of the surface area of inland waters (km2) per country was extracted from the Global Lakes and Wetlands Database (GLWD) (Lehner & Döll, 2004) to account for available habitat for freshwater species.",,LD reviewed inconsistent answers
Sustainable viticulture: The carbon-sink function of the vineyard agro-ecosystem,Brunori,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,LB,FALSE,final,Net C balance,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Butler,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2013,AK/GV,TRUE,final,total N,1,Proxy for ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]","GV: They used very loose proxies for all of the services they measured, but did look at tradeoffs given different land use scenarios in a cool way.",,"ctw needs to finalize answer, placeholder"
