review_round,reviewer_init,doublerev,title,reviewer_comments,outsidereviewer,outsidereviewer_notes,exclusion_reason,fullquestion,exclusion_id,SourcePublication,PublicationYear,FirstAuthor
1,NBD,FALSE,"FLOODPLAIN GEOMORPHIC PROCESSES AND ENVIRONMENTAL IMPACTS OF HUMAN ALTERATION ALONG COASTAL PLAIN RIVERS, USA",NA,NA,NA,review,Is this a review?,2,WETLANDS,2009,Hupp
1,LB,FALSE,Forecasting functional implications of global changes in riparian plant communities,NA,NA,NA,review,Is this a review?,2,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2013,Kominoski
1,LD,FALSE,Forest Landscape Restoration: increasing the positive impacts of forest restoration or simply the area under tree cover?,LD: opinion article  - excluded,NA,NA,review,Is this a review?,2,RESTORATION ECOLOGY,2017,Mansourian
1,TM,FALSE,FORUM: Effective management of ecological resilience - are we there yet?,NA,NA,NA,review,Is this a review?,2,JOURNAL OF APPLIED ECOLOGY,2015,Spears
1,TK,FALSE,Four opportunities for studies of ecological succession,NA,NA,NA,review,Is this a review?,2,TRENDS IN ECOLOGY & EVOLUTION,2011,Prach
1,NBD,FALSE,Freshwater biodiversity conservation: recent progress and future challenges,NBD: Review about the progress in freshwater biodiversity conservation since 1986,NA,NA,review,Is this a review?,2,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,2010,Strayer
1,AK,FALSE,From Evolutionary Aspects of Zoophytophagy to Biological Control,NA,NA,NA,review,Is this a review?,2,FRONTIERS IN ECOLOGY AND EVOLUTION,2018,Dumont
1,JL,FALSE,From restoration to adaptation: the changing discourse of invasive species management in coastal New England under global environmental change,NA,NA,NA,review,Is this a review?,2,BIOLOGICAL INVASIONS,2016,Druschke
1,AK,FALSE,From stream to land: Ecosystem services provided by stream insects to agriculture,NA,NA,NA,review,Is this a review?,2,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2019,Raitif
1,IS,FALSE,From trade-offs to synergies in food security and biodiversity conservation,IS: surveyed about food security but didn't explicitly talk about ES or EF,NA,NA,review,Is this a review?,2,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2017,Hanspach
1,AK,FALSE,Garden ecosystem services of Sub-Saharan Africa and the role of health clinic gardens as social-ecological systems,NA,NA,NA,review,Is this a review?,2,LANDSCAPE AND URBAN PLANNING,2018,Cilliers
1,GV,FALSE,Geographical and taxonomic biases in research on biodiversity in human-modified landscapes,NA,NA,NA,review,Is this a review?,2,ECOSPHERE,2012,Trimble
1,NBD,FALSE,Global urbanization: can ecologists identify a sustainable way forward?,NA,NA,NA,review,Is this a review?,2,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2008,McDonald
1,GV,FALSE,Grand Challenges for Resilience-Based Management of Rangelands,NA,NA,NA,review,Is this a review?,2,RANGELAND ECOLOGY & MANAGEMENT,2012,Bestelmeyer
1,JL,FALSE,GREEN INFRASTRUCTURE CONTRIBUTION FOR CLIMATE CHANGE ADAPTATION IN URBAN LANDSCAPE CONTEXT,NA,NA,NA,review,Is this a review?,2,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2017,Ramyar
1,TK,FALSE,Habitat manipulation to mitigate the impacts of invasive arthropod pests,NA,NA,NA,review,Is this a review?,2,BIOLOGICAL INVASIONS,2010,Jonsson
1,TM,FALSE,Have Ecosystem Services Been Oversold?,NA,NA,NA,review,Is this a review?,2,TRENDS IN ECOLOGY & EVOLUTION,2015,Silvertown
1,TK,FALSE,"Historical Regimes and Social Indicators of Resilience in an Urban System: the Case of Charleston, South Carolina",NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2011,Bures
1,NBD,FALSE,How many habitats are there in the sea (and where)?,NA,NA,NA,review,Is this a review?,2,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2008,Fraschetti
1,LD,FALSE,How spatial scale shapes the generation and management of multiple ecosystem services,LD: Interesting review - excluded but put in the folder of useful refs,NA,NA,review,Is this a review?,2,ECOSPHERE,2017,Lindborg
1,AIS,FALSE,Hydrological feedbacks in northern peatlands,NA,NA,NA,review,Is this a review?,2,ECOHYDROLOGY,2015,Waddington
1,NBD,FALSE,Impacts of climate change on the amphibians and reptiles of Southeast Asia,NA,NA,NA,review,Is this a review?,2,BIODIVERSITY AND CONSERVATION,2010,Bickford
1,JL,FALSE,"Impacts on ecosystems, corrective restoration practices, and prospects for recovery: nine case studies in the continental United States",NA,NA,NA,review,Is this a review?,2,RANGELAND JOURNAL,2017,Jones
1,NBD,FALSE,Implementing large-scale and long-term functional biodiversity research: The Biodiversity Exploratories,NBD: Paper is a report on the establishment of large scale- plot based experiment that will be used in the future to study different ecosystem services,NA,NA,review,Is this a review?,2,BASIC AND APPLIED ECOLOGY,2010,Fischer
1,TM,FALSE,Importance of Ethiopian shade coffee farms for forest bird conservation,NA,NA,NA,review,Is this a review?,2,BIOLOGICAL CONSERVATION,2015,Buechley
1,TM,FALSE,Improving ecosystem service frameworks to address wicked problems,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2015,Davies
1,TM,FALSE,Incorporating climate change projections into riparian restoration planning and design,NA,NA,NA,review,Is this a review?,2,ECOHYDROLOGY,2015,Perry
1,AIS,FALSE,Incorporating Social and Cultural Significance of Large Old Trees in Conservation Policy,NA,NA,NA,review,Is this a review?,2,CONSERVATION BIOLOGY,2014,Blicharska
1,TK,FALSE,Indicators for biodiversity and ecosystem services: towards an improved framework for ecosystems assessment,NA,NA,NA,review,Is this a review?,2,BIODIVERSITY AND CONSERVATION,2010,Feld
1,KCG,FALSE,Influence of genetically modified organisms on agro-ecosystem processes,NA,NA,NA,review,Is this a review?,2,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2015,Kolseth
1,LB,FALSE,Informing landscape planning and design for sustaining ecosystem services from existing spatial patterns and knowledge,NA,NA,NA,review,Is this a review?,2,LANDSCAPE ECOLOGY,2013,Jones
1,GV,FALSE,Insights from a Cross-Disciplinary Seminar: 10 Pivotal Papers for Ecological Restoration,NA,NA,NA,review,Is this a review?,2,RESTORATION ECOLOGY,2012,Eitzel
1,IS,FALSE,Institutional challenges in putting ecosystem service knowledge in practice,NA,NA,NA,review,Is this a review?,2,ECOSYSTEM SERVICES,2018,Saarikoski
1,LD,FALSE,Integrating ecosystem services and disservices: insights from plant invasions,LD: review on disservices. interesting but no measurement. i put this in our other folder for potentially interesting papers,NA,NA,review,Is this a review?,2,ECOSYSTEM SERVICES,2017,Vaz
1,KCG,FALSE,Integrating knowledge on biodiversity and ecosystem services: Mind-mapping and Bayesian Network modelling,NA,NA,NA,review,Is this a review?,2,ECOSYSTEM SERVICES,2016,Pascual
1,KCG,FALSE,Interactions Between Surface Water and Groundwater: Key Processes in Ecological Restoration of Degraded Coastal Wetlands Caused by Reclamation,NA,NA,NA,review,Is this a review?,2,WETLANDS,2016,Liu
1,KCG,FALSE,Interlinking ecosystem services and Ostrom's framework through orientation in sustainability research,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2016,Partelow
1,TM,FALSE,"Interplay of multiple goods, ecosystem services, and property rights in large social-ecological marine protected areas",NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2015,Ban
1,JL,FALSE,Investigating the inclusion of ecosystem services in biodiversity offsetting,NA,NA,NA,review,Is this a review?,2,ECOSYSTEM SERVICES,2016,Jacob
1,JL,FALSE,Is it time for a socio-ecological revolution in agriculture?,NA,NA,NA,review,Is this a review?,2,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,Norton
1,KCG,FALSE,Key insights for the future of urban ecosystem services research,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2016,Kremer
1,LB,FALSE,Key landscape ecology metrics for assessing climate change adaptation options: rate of change and patchiness of impacts,NA,NA,NA,review,Is this a review?,2,ECOSPHERE,2013,Lopez-Hoffman
1,AIS,FALSE,Lake benthic algae: toward an understanding of their ecology,NA,NA,NA,review,Is this a review?,2,FRESHWATER SCIENCE,2014,Cantonati
1,TM,FALSE,Land sparing is crucial for urban ecosystem services,NA,NA,NA,review,Is this a review?,2,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2015,Stott
1,KCG,FALSE,Land system architecture for urban sustainability: new directions for land system science illustrated by application to the urban heat island problem,NA,NA,NA,review,Is this a review?,2,JOURNAL OF LAND USE SCIENCE,2016,Turner
1,NBD,FALSE,Land use change around protected areas: Management to balance human needs and ecological function,NA,NA,NA,review,Is this a review?,2,ECOLOGICAL APPLICATIONS,2007,DeFries
1,TK,FALSE,Landscape ecology and urban biodiversity in tropical Indonesian cities,NA,NA,NA,review,Is this a review?,2,LANDSCAPE AND ECOLOGICAL ENGINEERING,2011,Schirone
1,NBD,FALSE,Landscape services as a bridge between landscape ecology and sustainable development,NA,NA,NA,review,Is this a review?,2,LANDSCAPE ECOLOGY,2009,Termorshuizen
1,NBD,FALSE,Linking ecosystem processes with wetland management goals: Charting a course for a sustainable future,NA,NA,NA,review,Is this a review?,2,WETLANDS,2008,Euliss
1,NBD,FALSE,Linking future ecosystem services and future human well-being,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2006,Butler
1,LB,FALSE,Linking Landscape Connectivity and Ecosystem Service Provision: Current Knowledge and Research Gaps,NA,NA,NA,review,Is this a review?,2,ECOSYSTEMS,2013,Mitchell
1,NBD,FALSE,Linking learning adaptation to trophic interactions: a brain size-based approach,NBD: Paper is a review on how brain size affects predator-prey relationships....,NA,NA,review,Is this a review?,2,FUNCTIONAL ECOLOGY,2010,Kondoh
1,NBD,FALSE,"Long-term ecological sites: musings on the future, as seen (dimly) from the past",NBD: Interesting paper about the importance of long term research sites,NA,NA,review,Is this a review?,2,GLOBAL CHANGE BIOLOGY,2009,Janzen
1,AK,FALSE,Look downthere is a gapthe need to include soil data in Atlantic Forest restoration,NA,NA,NA,review,Is this a review?,2,RESTORATION ECOLOGY,2019,Mendes
1,NBD,FALSE,Managing invasive aquatic plants in a changing system: Strategic consideration of ecosystem services,NA,NA,NA,review,Is this a review?,2,CONSERVATION BIOLOGY,2008,Hershner
1,KCG,FALSE,"Managing invasive species in cities: A framework from Cape Town, South Africa",NA,NA,NA,review,Is this a review?,2,LANDSCAPE AND URBAN PLANNING,2016,Gaertner
1,GV,FALSE,Mapping ecosystem services for policy support and decision making in the European Union,NA,NA,NA,review,Is this a review?,2,ECOSYSTEM SERVICES,2012,Maes
1,NBD,FALSE,Mechanisms of resilience in common-pool resource management systems: an agent-based model of water use in a river basin,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2007,Schlueter
1,GV,FALSE,Meeting the relational challenge of ecological engineering within ecological sciences,NA,NA,NA,review,Is this a review?,2,ECOLOGICAL ENGINEERING,2012,Barot
1,JL,FALSE,Microbial community modeling using reliability theory,NA,NA,NA,review,Is this a review?,2,ISME JOURNAL,2016,Zilles
1,NBD,FALSE,Microbial services: challenges for microbial ecologists in a changing world,"NBD: does not pass, but is an interesting view of the role of microorganisms on ecosystem services",NA,NA,review,Is this a review?,2,AQUATIC MICROBIAL ECOLOGY,2008,Ducklow
1,JL,FALSE,"Moving beyond the concept of ""primary forest"" as a metric of forest environment quality",JL: review on how we quantify forest production as an ES,NA,NA,review,Is this a review?,2,ECOLOGICAL APPLICATIONS,2017,Bernier
1,JL,FALSE,Moving beyond the human-nature dichotomy through biocultural approaches: including ecological well-being in resilience indicators,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2017,Caillon
1,JL,FALSE,Moving Towards a New Urban Systems Science,JL: Ideas paper on state of urban systems ecology,NA,NA,review,Is this a review?,2,ECOSYSTEMS,2017,Groffman
1,JL,FALSE,Nature conservation and ecological restoration in a changing climate: what are we aiming for?,JL: Ideas paper on incorporating ES into conservation / restoration goals,NA,NA,review,Is this a review?,2,RANGELAND JOURNAL,2017,Prober
1,NBD,FALSE,Negative Off-Site Impacts of Ecological Restoration: Understanding and Addressing the Conflict,NA,NA,NA,review,Is this a review?,2,CONSERVATION BIOLOGY,2008,Buckley
1,TM,FALSE,New perspectives on an iconic landscape from comparative international long-term ecological research,NA,NA,NA,review,Is this a review?,2,ECOSPHERE,2015,Gaiser
1,TM,FALSE,Notes from the field: Lessons learned from using ecosystem service approaches to inform real-world decisions,NA,NA,NA,review,Is this a review?,2,ECOLOGICAL ECONOMICS,2015,Ruckelshaus
1,KCG,FALSE,Operationalizing ecosystem-based adaptation: harnessing ecosystem services to buffer communities against climate change,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2016,Wamsler
1,AIS,FALSE,Operationalizing the integrated landscape approach in practice,AIS: cool idea! They review the variety and vagueness of the term 'landscape',NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2015,Freeman
1,TK,FALSE,Opportunities and Challenges for Ecological Restoration within REDD+,NA,NA,NA,review,Is this a review?,2,RESTORATION ECOLOGY,2011,Alexander
1,TK,FALSE,Participatory Scenario Planning for Protected Areas Management under the Ecosystem Services Framework: the Donana Social-Ecological System in Southwestern Spain,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2011,Palomo
1,GV,FALSE,"Perspectives on wild and hatchery salmon interactions at sea, potential climate effects on Japanese chum salmon, and the need for sustainable salmon fishery management reform in Japan",NA,NA,NA,review,Is this a review?,2,ENVIRONMENTAL BIOLOGY OF FISHES,2012,Kaeriyama
1,JL,FALSE,Phylogenetic ecology and the greening of cities,NA,NA,NA,review,Is this a review?,2,JOURNAL OF APPLIED ECOLOGY,2016,MacIvor
1,TK,FALSE,Predator control of ecosystem nutrient dynamics,NA,NA,NA,review,Is this a review?,2,ECOLOGY LETTERS,2010,Schmitz
1,JL,FALSE,Prerequisites for Understanding Climate-Change Impacts on Northern Prairie Wetlands,NA,NA,NA,review,Is this a review?,2,WETLANDS,2016,Anteau
1,TM,FALSE,Probing the interfaces between the social sciences and social-ecological resilience: insights from integrative and hybrid perspectives in the social sciences,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2015,Stone-Jovicich
1,TM,FALSE,Promoting multiple ecosystem services with flower strips and participatory approaches in rice production landscapes,NA,NA,NA,review,Is this a review?,2,BASIC AND APPLIED ECOLOGY,2015,Westphal
1,TK,FALSE,Provision of ecosystem services by large scale corridors and ecological networks,NA,NA,NA,review,Is this a review?,2,BIODIVERSITY AND CONSERVATION,2010,Samways
1,KCG,FALSE,Ranking coastal flood protection designs from engineered to nature-based,NA,NA,NA,review,Is this a review?,2,ECOLOGICAL ENGINEERING,2016,van der Nat
1,KCG,FALSE,Recent progress in systems ecology,NA,NA,NA,review,Is this a review?,2,ECOLOGICAL MODELLING,2016,Jorgensen
1,AIS,FALSE,Reframing the land-sparing/land-sharing debate for biodiversity conservation,NA,NA,NA,review,Is this a review?,2,YEAR IN ECOLOGY AND CONSERVATION BIOLOGY,2015,Kremen
1,KCG,FALSE,Reinforcing loose foundation stones in trait-based plant ecology,NA,NA,NA,review,Is this a review?,2,OECOLOGIA,2016,Shipley
1,JL,FALSE,Research Frontiers in Ecosystem Service Science,NA,NA,NA,review,Is this a review?,2,ECOSYSTEMS,2017,Bennett
1,TK,FALSE,Research needs for incorporating the ecosystem service approach into EU biodiversity conservation policy,NA,NA,NA,review,Is this a review?,2,BIODIVERSITY AND CONSERVATION,2010,Anton
1,GV,FALSE,Residential landscapes as social-ecological systems: a synthesis of multi-scalar interactions between people and their home environment,NA,NA,NA,review,Is this a review?,2,URBAN ECOSYSTEMS,2012,Cook
1,KCG,FALSE,Resilience (Republished),NA,NA,NA,review,Is this a review?,2,ECOLOGY AND SOCIETY,2016,Folke
1,LB,FALSE,"Resilience, experimentation, and scale mismatches in social-ecological landscapes",NA,NA,NA,review,Is this a review?,2,LANDSCAPE ECOLOGY,2013,Cumming
1,JL,FALSE,Restore or retreat? Saltwater intrusion and water management in coastal wetlands,NA,NA,NA,review,Is this a review?,2,ECOSYSTEM HEALTH AND SUSTAINABILITY,2017,White
1,TK,FALSE,"Restore, repair or reinvent: Options for sustainable landscapes in a changing climate",NA,NA,NA,review,Is this a review?,2,LANDSCAPE AND URBAN PLANNING,2011,Seabrook
1,TM,FALSE,Revealing ecological processes or imposing social rationalities? The politics of bounding and measuring ecosystem services,NA,NA,NA,review,Is this a review?,2,ECOLOGICAL ECONOMICS,2015,Tadaki
